Time	SecL	RPM	MAP	Boost psi	TPS	TPSADC	MAF	MAFload	MAF volts	MAF Freq	AFR	MAT	CLT	Engine	Batt V	EGO cor1	Fuel: Air cor	Fuel: Warmup cor	Fuel: Baro cor	Fuel: Total cor	Fuel: Accel enrich	Fuel: Accel PW	VE1	PW	Duty Cycle1	VE2	PW2	Duty Cycle2	Seq PW1	Seq PW2	Seq PW3	Seq PW4	Seq PW5	Seq PW6	Seq PW7	Seq PW8	SPK: Spark Advance	SPK: Knock retard	Knock in	SPK: Cold advance	SPK: Traction retard	SPK: CEL retard	SPK: Fuel cut retard	SPK: External advance	SPK: Base Spark Advance	SPK: Idle Correction Advance	SPK: MAT Retard	SPK: Flex Advance	SPK: Spark Table 1	SPK: Spark Table 2	SPK: Spark Table 3	SPK: Spark Table 4	SPK: Revlim Retard	SPK: ALS Timing	SPK: Launch Timing	SPK: 3-step Timing	SPK: Launch VSS Retard	Dwell	Barometer	PWM Idle duty	Closed-loop idle target RPM	Closed-loop idle RPM error	Boost duty	Boost target 1	AFR 1 Target	AFR 2 Target	AFR 1 Error	AFR 2 Error	TPSdot	MAPdot	RPMdot	Wall fuel1	Wall fuel2	EAE1	EAE2	Load	Secondary load	Ign load	Secondary ign load	EAE load	AFR load	Injector timing pri	Injector timing sec	 Sensor 16 	canin1_8	canout1_8	canout9_16	Timing err	Lost sync count	Lost sync reason	Fuel flow cc/min	VSS1	VSS2	VSS1 ms-1	VSS2 ms-1	MPG(USA)	MPG(UK)	Gear	VSS1dot	VSS2dot	Status1	Status2	Status3	Status4	Status5	Status5s	Status6	Status7	Status8	TPS accel	MAP accel	Total accel	Launch retard timer	Launch timed retard	porta	portb	porteh	portk	portmj	portp	portt	CEL status	CEL status2	CEL error code	Fuel Temp2	Fuel Pressure2_kPa	Fuel Pressure2_psi	Fuel Pressure2_bar	Fuel temperature cor	Fuel pressure cor	Engine in cruise state	Engine accelerating slowly	Engine accelerating quickly	Engine decelerating slowly	Engine decelerating quickly	Engine in overrun	Engine idling	TC slip * time	Loop	CAN error bits	CAN error count	Power	Torque
s	s	RPM	kPa		%	ADC	g/sec	kPa	V		AFR	°F	°F	bit	v	%	%	%	%	%	%	ms	%	ms	%	%	ms	%	ms	ms	ms	ms	ms	ms	ms	ms	deg	deg	%	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	ms	kPa	%	rpm	rpm	%	%	AFR	AFR			%/s	kPa/s	rpm/sec	uS	uS	%	%	kPa	%	%	%	kPa	kPa	deg	deg					%			cc/min	MPH	MPH	ms-1	ms-1				ms-2	ms-2										%	%	%	s	deg	bit	bit	bit	bit	bit	bit	bit	bit	bit	bit	°C	kPa	psi	bar	%	%												HP	lbft
40.805	168	5989	186.5	12.7	99.8	952	0.00	0.0	0.000	30	12.90	77.7	176.6	1	13.5	100.0	99.3	100	100.5	99	100	0.000	73.1	13.118	65.5	73.1	13.118	65.5	13.039	13.039	13.039	13.039	0.000	0.000	0.000	0.000	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	0.0	0.0	0.0	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5089	40	180	11.1	11.1	1.8	-11.1	0.0	2.0	970	24921	0	99	99	186.5	0.0	186.5	0.0	186.5	186.5	438.2	0.0	0.0	0	0	0	7.0	0	0	594	66.0	63.8	29.5	28.5	7.0	8.4	3	4.6	4.5	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	11	0	87	254	128	0	181	0	0	0	37.6	12.3	1.8	0.1	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	NaN	NaN
40.870	168	6078	186.8	12.7	100.0	952	0.00	0.0	0.000	30	12.90	78.0	176.6	1	13.5	100.0	99.3	100	100.5	99	100	0.000	72.6	13.026	66.0	72.6	13.026	66.0	12.974	12.974	12.974	12.974	0.000	0.000	0.000	0.000	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	0.0	0.0	0.0	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5178	40	180	11.1	11.1	1.8	-11.1	0.7	7.0	1030	24799	0	99	99	186.8	0.0	186.8	0.0	186.8	186.8	438.4	0.0	0.0	0	0	0	5.0	0	0	594	66.7	65.1	29.8	29.1	7.1	8.5	3	4.6	4.5	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	14	0	87	254	128	0	165	0	0	0	37.7	12.1	1.8	0.1	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	NaN	NaN
40.939	168	6089	187.3	12.8	100.0	953	0.00	0.0	0.000	30	12.90	78.3	176.6	1	13.5	100.0	99.3	100	100.5	99	100	0.000	72.6	13.087	66.4	72.6	13.087	66.4	13.014	13.014	13.014	13.014	0.000	0.000	0.000	0.000	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	0.0	0.0	0.0	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5189	40	180	11.1	11.1	1.8	-11.1	-0.5	9.0	570	24820	0	100	100	187.3	0.0	187.3	0.0	187.3	187.3	438.6	0.0	0.0	0	0	0	5.0	0	0	594	67.3	65.5	30.1	29.3	7.2	8.6	3	4.6	4.5	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	13	0	87	254	128	8	229	0	0	0	37.6	11.5	1.7	0.1	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
41.018	169	6201	187.0	12.7	99.8	952	0.00	0.0	0.000	30	13.00	78.5	176.6	1	13.5	100.0	99.3	100	100.5	99	100	0.000	72.3	13.014	67.2	72.3	13.014	67.2	12.921	12.921	12.921	12.921	0.000	0.000	0.000	0.000	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	0.0	0.0	0.0	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5301	40	180	11.1	11.1	1.9	-11.1	-1.2	10.0	580	24836	0	99	99	187.0	0.0	187.0	0.0	187.0	187.0	438.5	0.0	0.0	0	0	0	-7.0	0	0	594	68.2	66.2	30.5	29.6	7.3	8.7	3	4.7	4.5	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	6	4	87	254	136	0	180	0	0	0	37.6	11.3	1.7	0.1	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
41.105	169	6315	188.0	12.9	99.8	952	0.00	0.0	0.000	30	12.90	78.8	176.6	1	13.5	100.0	99.3	100	100.5	99	100	0.000	72.2	13.055	68.7	72.2	13.055	68.7	12.983	12.983	12.983	12.983	0.000	0.000	0.000	0.000	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	0.0	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5415	40	180	11.1	11.1	1.8	-11.1	0.4	5.0	740	24841	0	99	99	188.0	0.0	188.0	0.0	188.0	188.0	439.0	0.0	0.0	0	0	0	-4.0	0	0	594	69.3	67.3	31.0	30.1	7.4	8.8	3	4.7	4.5	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	14	8	87	254	128	0	229	0	0	0	37.6	10.7	1.6	0.1	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
41.169	169	6389	188.4	12.9	99.8	952	0.00	0.0	0.000	30	13.00	79.3	176.6	1	13.5	100.0	99.2	100	100.5	99	100	0.000	72.1	13.053	69.5	72.1	13.053	69.5	12.981	12.981	12.981	12.981	0.000	0.000	0.000	0.000	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	0.0	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5489	40	180	11.1	11.1	1.9	-11.1	-0.2	9.0	980	24822	0	99	99	188.4	0.0	188.4	0.0	188.4	188.4	439.2	0.0	0.0	0	0	0	10.0	0	0	846	70.0	68.0	31.3	30.4	5.2	6.3	3	4.8	4.6	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	11	0	87	254	128	0	145	0	0	0	37.6	10.3	1.5	0.1	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	NaN	NaN
41.239	169	6415	188.5	13.0	99.8	953	0.00	0.0	0.000	30	13.00	79.4	176.6	1	13.5	100.0	99.2	100	100.5	99	100	0.000	72.0	13.045	69.7	72.0	13.045	69.7	12.973	12.973	12.973	12.973	0.000	0.000	0.000	0.000	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4	0.0	0.0	0.0	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5515	39	180	11.1	11.1	1.9	-11.1	0.8	1.0	700	24802	0	99	99	188.5	0.0	188.5	0.0	188.5	188.5	439.2	0.0	0.0	0	0	0	-11.0	0	0	846	70.5	69.1	31.5	30.9	5.3	6.3	3	4.8	4.6	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	14	0	87	254	128	8	165	0	0	0	37.6	10.3	1.5	0.1	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
41.302	169	6491	188.7	13.0	100.0	953	0.00	0.0	0.000	30	12.90	79.7	176.6	1	13.5	100.0	99.2	100	100.5	99	100	0.000	71.9	13.042	70.5	71.9	13.042	70.5	12.969	12.969	12.969	12.969	0.000	0.000	0.000	0.000	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4	0.0	0.0	0.0	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5591	39	180	11.1	11.1	1.8	-11.1	2.7	1.0	610	24788	0	99	99	188.7	0.0	188.7	0.0	188.7	188.7	439.3	0.0	0.0	0	0	0	-6.0	0	0	846	70.9	69.6	31.7	31.1	5.3	6.4	3	4.8	4.6	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	7	2	87	254	136	8	132	0	0	0	37.7	10.2	1.5	0.1	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
41.371	169	6511	189.0	13.0	99.8	952	0.00	0.0	0.000	30	12.90	80.2	176.6	1	13.5	100.0	99.2	100	100.5	99	100	0.000	71.8	13.028	70.7	71.8	13.028	70.7	12.980	12.980	12.980	12.980	0.000	0.000	0.000	0.000	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4	0.0	0.0	0.0	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5611	39	180	11.1	11.1	1.8	-11.1	-2.5	-5.0	570	24735	0	100	100	189.0	0.0	189.0	0.0	189.0	189.0	439.5	0.0	0.0	0	0	0	4.0	0	0	846	72.3	70.2	32.3	31.4	5.4	6.5	3	4.8	4.6	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	13	8	87	254	136	0	212	0	0	0	37.7	10.2	1.5	0.1	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
41.440	169	6605	189.0	13.0	100.0	953	0.00	0.0	0.000	30	13.00	80.5	176.6	1	13.5	100.0	99.2	100	100.5	99	100	0.000	71.5	12.945	71.3	71.5	12.945	71.3	12.920	12.920	12.920	12.920	0.000	0.000	0.000	0.000	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4	0.0	0.0	0.0	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5705	38	180	11.1	11.1	1.9	-11.1	3.6	4.0	880	24704	0	99	99	189.0	0.0	189.0	0.0	189.0	189.0	439.5	0.0	0.0	0	0	0	-9.0	0	0	846	72.7	71.1	32.5	31.8	5.4	6.5	3	4.9	4.7	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	14	4	87	254	136	0	128	0	0	0	37.6	9.8	1.4	0.1	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	NaN	NaN
41.504	169	6622	188.7	13.0	100.0	953	0.00	0.0	0.000	30	12.90	80.5	176.6	1	13.5	100.0	99.2	100	100.5	99	100	0.000	71.3	12.959	71.5	71.3	12.959	71.5	12.864	12.864	12.864	12.864	0.000	0.000	0.000	0.000	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4	0.0	0.0	0.0	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5722	38	180	11.1	11.1	1.8	-11.1	1.7	-6.0	690	24614	0	99	99	188.7	0.0	188.7	0.0	188.7	188.7	439.3	0.0	0.0	0	0	0	-9.0	0	0	846	73.1	71.6	32.7	32.0	5.5	6.6	3	4.9	4.7	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	7	0	87	254	128	8	165	0	0	0	37.6	10.0	1.5	0.1	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
41.574	169	6646	188.4	12.9	99.8	950	0.00	0.0	0.000	30	12.90	80.9	176.6	1	13.5	100.0	99.2	100	100.5	99	100	0.000	71.3	12.950	71.7	71.3	12.950	71.7	12.846	12.846	12.846	12.846	0.000	0.000	0.000	0.000	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	0.0	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5746	37	180	11.1	11.1	1.8	-11.1	-2.4	-4.0	110	24570	0	99	99	188.4	0.0	188.4	0.0	188.4	188.4	439.2	0.0	0.0	0	0	0	6.0	0	0	846	74.0	72.0	33.1	32.2	5.5	6.6	3	4.9	4.7	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	13	1	87	254	128	0	213	0	0	0	37.6	10.3	1.5	0.1	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
41.642	169	6788	185.5	12.5	87.8	855	0.00	0.0	0.000	30	12.90	81.2	176.6	33	13.5	100.0	99.2	100	100.5	99	100	0.000	70.4	12.605	71.3	70.4	12.605	71.3	12.480	12.480	12.480	12.480	0.000	0.000	0.000	0.000	11.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7	0.0	0.0	0.0	11.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5888	37	180	11.1	11.1	1.8	-11.1	-214.7	-54.0	800	24127	0	99	99	185.5	0.0	185.5	0.0	185.5	185.5	437.7	0.0	0.0	0	0	0	-4.0	0	0	846	74.5	72.9	33.3	32.6	5.6	6.7	3	4.9	4.7	136	0	0	0	0	0	0	0	0	-5.7	0.0	0.0	32.768	0.0	13	8	87	254	136	0	228	0	0	0	37.6	12.6	1.9	0.1	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	NaN	NaN
41.711	169	6814	174.6	10.9	45.6	566	0.00	0.0	0.000	30	12.80	81.5	176.6	33	13.5	100.0	99.2	100	100.5	99	100	0.000	69.3	12.139	68.9	69.3	12.139	68.9	12.066	12.066	12.066	12.066	0.000	0.000	0.000	0.000	12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4	0.0	0.0	0.0	12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	34.9	900	5914	37	180	11.2	11.2	1.6	-11.2	-629.6	-107.0	720	23402	0	99	99	174.6	0.0	174.6	0.0	174.6	174.6	435.3	0.0	0.0	0	0	0	5.0	0	0	846	75.2	73.4	33.6	32.8	5.6	6.7	3	4.9	4.7	136	4	0	0	0	0	0	0	0	-8.9	0.0	0.0	32.768	0.0	14	8	87	250	136	8	228	0	0	0	37.6	18.0	2.6	0.2	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
41.780	169	6280	86.4	-1.8	-2.5	343	0.00	0.0	0.000	30	12.80	81.8	176.6	33	13.5	100.0	99.2	100	100.5	99	100	0.000	47.3	3.942	20.6	47.3	3.942	20.6	3.869	3.869	3.869	3.869	0.000	0.000	0.000	0.000	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	35.3	900	5380	19	0	14.2	14.2	-1.4	-14.2	-888.3	-1373.0	-1780	15244	0	69	69	86.4	0.0	86.4	0.0	86.4	86.4	405.2	0.0	0.0	0	0	0	-8.0	0	0	846	75.8	74.0	33.9	33.1	5.7	6.8	3	4.9	4.7	136	4	0	0	0	0	0	0	0	-14.0	0.0	0.0	32.768	0.0	2	4	87	250	128	0	213	0	0	0	37.7	98.3	14.5	1.0	0.0	0.0	0	0	0	1	0	0	0	0	0	0	0	NaN	NaN
41.849	169	5984	34.2	-9.4	-2.8	340	0.00	0.0	0.000	30	12.70	82.1	176.6	33	13.5	100.0	99.1	100	100.5	99	100	0.000	42.8	2.135	10.6	42.8	2.135	10.6	2.062	2.062	2.062	2.062	0.000	0.000	0.000	0.000	35.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.3	0.0	0.0	0.0	35.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	35.3	900	5084	0	0	14.5	14.5	-1.8	-14.5	-65.6	-686.0	-6910	3822	0	70	70	34.2	0.0	34.2	0.0	34.2	34.2	405.0	0.0	0.0	0	0	0	-1.0	0	0	846	75.4	74.7	33.7	33.4	5.6	6.8	4	4.8	4.6	136	4	0	0	0	0	0	0	0	-0.7	0.0	0.0	32.768	0.0	4	1	87	250	128	0	181	0	0	0	37.7	162.1	23.8	1.6	0.0	0.0	0	0	0	0	1	0	0	0	0	0	0	NaN	NaN
41.913	169	5654	17.4	-11.8	-3.0	341	0.00	0.0	0.000	30	12.60	82.3	176.6	1	13.5	100.0	99.1	100	100.5	99	100	0.000	28.9	1.514	7.1	28.9	1.514	7.1	1.441	1.441	1.441	1.441	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	35.3	900	4754	0	0	14.7	14.7	-2.1	-14.7	-1.4	-232.0	-4860	676	0	81	81	17.4	0.0	17.4	0.0	17.4	17.4	405.0	0.0	0.0	0	0	0	-5.0	0	0	846	75.4	74.9	33.7	33.5	5.6	6.8	4	4.8	4.6	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	136	0	180	0	0	0	37.6	180.7	26.6	1.8	0.0	0.0	0	0	0	0	1	1	0	0	0	0	0	NaN	NaN
41.978	170	5401	14.0	-12.3	-3.1	340	0.00	0.0	0.000	30	13.30	82.4	176.6	1	13.5	100.0	99.1	100	100.5	99	100	0.000	27.5	1.477	6.6	27.5	1.477	6.6	1.404	1.404	1.404	1.404	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	35.3	900	4501	0	0	15.0	15.0	-1.7	-15.0	-1.3	-60.0	-4760	203	0	96	96	14.0	0.0	14.0	0.0	14.0	14.0	405.0	0.0	0.0	0	0	0	11.0	0	0	846	75.2	74.9	33.6	33.5	5.6	6.7	4	4.8	4.6	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	2	87	250	136	0	212	0	0	0	37.6	184.7	27.2	1.8	0.0	0.0	0	0	0	0	1	1	0	0	0	0	0	NaN	NaN
42.076	170	5123	13.2	-12.5	-3.1	341	0.00	0.0	0.000	30	13.50	82.6	176.3	1	13.5	99.0	99.1	100	100.5	99	100	0.000	27.6	1.465	6.3	27.6	1.465	6.3	1.392	1.392	1.392	1.392	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	35.3	900	4223	0	0	15.3	15.3	-1.8	-15.3	-0.8	-13.0	-4350	111	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	405.0	0.0	0.0	0	0	0	2.0	0	0	846	74.9	74.9	33.5	33.5	5.6	6.7	4	4.4	4.5	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	136	0	129	0	0	0	37.6	185.4	27.3	1.8	0.0	0.0	0	0	0	0	1	1	0	0	0	0	0	NaN	NaN
42.120	170	4842	13.2	-12.5	-3.1	341	0.00	0.0	0.000	30	13.60	82.6	176.3	1	13.5	99.0	99.1	100	100.5	99	100	0.000	27.8	1.470	5.9	27.8	1.470	5.9	1.397	1.397	1.397	1.397	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	35.3	900	3942	0	0	15.3	15.3	-1.7	-15.3	-0.6	0.0	-4150	99	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	403.4	0.0	0.0	0	0	0	10.0	0	0	846	74.9	74.9	33.5	33.5	5.6	6.7	4	4.4	4.5	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	128	0	241	0	0	0	37.3	185.1	27.2	1.8	0.0	0.0	0	0	0	0	1	1	0	0	0	0	0	NaN	NaN
42.168	170	4679	13.2	-12.5	-3.1	340	0.00	0.0	0.000	30	13.70	82.6	176.3	1	13.6	99.0	99.1	100	100.5	99	100	0.000	27.8	1.456	5.7	27.8	1.456	5.7	1.383	1.383	1.383	1.383	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3779	0	0	15.3	15.3	-1.6	-15.3	-0.7	0.0	-3730	99	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	401.8	0.0	0.0	0	0	0	6.0	0	0	882	74.9	74.9	33.5	33.5	5.4	6.4	4	4.4	4.5	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	128	0	133	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	1	0	1	0	0	0	0	0	NaN	NaN
42.227	170	4629	13.2	-12.5	-3.0	341	0.00	0.0	0.000	30	13.70	82.6	176.3	1	13.6	98.0	99.1	100	100.5	99	100	0.000	27.8	1.453	5.6	27.8	1.453	5.6	1.380	1.380	1.380	1.380	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3729	0	0	15.3	15.3	-1.6	-15.3	0.1	0.0	-2730	99	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	401.3	0.0	0.0	0	0	0	-7.0	0	0	882	74.9	74.7	33.5	33.4	5.4	6.4	5	3.7	4.1	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	2	87	250	136	0	180	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	1	0	1	0	0	0	0	0	NaN	NaN
42.289	170	5170	13.2	-12.5	-3.0	341	0.00	0.0	0.000	30	14.10	82.6	175.8	1	13.6	98.0	99.1	100	100.5	99	100	0.000	27.6	1.452	6.3	27.6	1.452	6.3	1.378	1.378	1.378	1.378	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	4270	0	0	15.3	15.3	-1.2	-15.3	0.1	0.0	2900	97	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	405.0	0.0	0.0	0	0	0	11.0	0	0	882	74.0	74.5	33.1	33.3	5.3	6.4	4	3.7	4.1	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	215	250	136	0	165	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	NaN	NaN
42.353	170	5044	13.2	-12.5	-3.1	340	0.00	0.0	0.000	30	14.20	82.6	175.8	1	13.6	98.0	99.1	100	100.5	99	100	0.000	27.7	1.452	6.1	27.7	1.452	6.1	1.379	1.379	1.379	1.379	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	4144	0	0	15.3	15.3	-1.1	-15.3	-0.6	0.0	4050	96	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	405.0	0.0	0.0	0	0	0	-6.0	0	0	882	73.8	74.0	33.0	33.1	5.3	6.3	4	3.7	4.1	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	136	0	192	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	1	0	0	0	0	0	0	0	0	NaN	NaN
42.416	170	4940	13.2	-12.5	-3.1	340	0.00	0.0	0.000	30	14.50	82.6	175.8	1	13.7	97.0	99.1	100	100.5	99	100	0.000	27.7	1.434	5.9	27.7	1.434	5.9	1.363	1.363	1.363	1.363	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	4040	0	0	15.3	15.3	-0.8	-15.3	0.0	0.0	-2140	96	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	404.4	0.0	0.0	0	0	0	10.0	0	0	882	73.8	74.0	33.0	33.1	5.3	6.3	4	3.7	4.1	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	2	87	250	128	0	149	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	1	0	1	0	0	0	0	0	NaN	NaN
42.480	170	5041	13.2	-12.5	-3.1	339	0.00	0.0	0.000	30	14.30	82.5	175.3	1	13.7	97.0	99.1	100	100.5	99	100	0.000	27.7	1.434	6.0	27.7	1.434	6.0	1.363	1.363	1.363	1.363	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	4141	0	0	15.3	15.3	-1.0	-15.3	0.4	0.0	630	95	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	405.0	0.0	0.0	0	0	0	2.0	0	0	882	73.4	73.8	32.8	33.0	5.3	6.3	4	2.8	3.3	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	4	1	87	250	128	0	213	0	0	0	37.7	185.8	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
