#Firmware: MS3 1.5.0 release     20170116 19:37GMT (c) JSM/KC ********
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
1.0,1.0,1.0,0.0,817.275,817.275
1.0,1.0,1.0,0.0,686.441,1503.7161
1.0,1.0,1.0,0.0,627.44,2131.156
1.0,1.0,1.0,0.0,195.544,2326.7
1.0,1.0,1.0,0.0,481.917,2808.617
1.0,1.0,1.0,0.0,230.304,3038.921
1.0,1.0,1.0,0.0,430.551,3469.472
1.0,1.0,1.0,0.0,196.09,3665.562
1.0,1.0,1.0,0.0,380.436,4045.998
1.0,1.0,1.0,0.0,29.895,4075.893
1.0,1.0,1.0,0.0,220.632,4296.525
1.0,1.0,1.0,0.0,353.309,4649.834
1.0,1.0,1.0,0.0,231.719,4881.5527
1.0,1.0,1.0,0.0,335.026,5216.5786
1.0,1.0,1.0,0.0,21.507,5238.0854
1.0,1.0,1.0,0.0,234.171,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
0.0,0.0,0.0,0.0,0.0,5472.2563
